Firma,Rok,Kod_S,Kod_C,Kod_R,Nazwa,Wartosc
Allianz,2018,S.02.01.02,C0010,R0310,"Ubezpieczenia na (cid:2)ycie i ubezpieczenia zdrowotne o charakterze ubezpiecze(cid:3) na (cid:2)ycie, z wył(cid:4)czeniem ubezpiecze(cid:3) zdrowotnych oraz ubezpiecze(cid:3), w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone",-15 413
Allianz,2018,S.02.01.02,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpiecze(cid:3) na (cid:2)ycie,0
Allianz,2018,S.02.01.02,C0010,R0330,"Ubezpieczenia na (cid:2)ycie z wył(cid:4)czeniem ubezpiecze(cid:3) zdrowotnych oraz ubezpiecze(cid:3), w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone indeksy lub inne warto(cid:1)ci bazowe i ubezpiecze(cid:3) z ubezpieczeniowym funduszem kapitałowym",-15 413
Allianz,2018,S.02.01.02,C0010,R0340,"Ubezpieczenia na (cid:2)ycie, w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone indeksy lub inne warto(cid:1)ci bazowe, i ubezpieczenia na (cid:2)ycie z ubezpieczeniowym funduszem kapitałowym",-1 384
Allianz,2018,S.02.01.02,C0010,R0350,Depozyty u cedentów,0
Allianz,2018,S.02.01.02,C0010,R0360,Nale(cid:2)no(cid:1)ci z tytułu ubezpiecze(cid:3) i od po(cid:1)redników ubezpieczeniowych,2 758
Allianz,2018,S.02.01.02,C0010,R0370,Nale(cid:2)no(cid:1)ci z tytułu reasekuracji biernej,0
Allianz,2018,S.02.01.02,C0010,R0380,"Pozostałe nale(cid:2)no(cid:1)ci (handlowe, inne ni(cid:2) z działalno(cid:1)ci ubezpieczeniowej)",19 086
Allianz,2018,S.02.01.02,C0010,R0390,Akcje własne (posiadane bezpo(cid:1)rednio),0
Allianz,2018,S.02.01.02,C0010,R0400,"Kwoty nale(cid:2)ne, dotycz(cid:4)ce pozycji (cid:1)rodków własnych lub kapitału zało(cid:2)ycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0
Allianz,2018,S.02.01.02,C0010,R0410,(cid:6)rodki pieni(cid:5)(cid:2)ne i ekwiwalenty (cid:1)rodków pieni(cid:5)(cid:2)nych,1 405
Allianz,2018,S.02.01.02,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),2 675
Allianz,2018,S.02.01.02,C0010,R0500,Aktywa ogółem,2 568 918
Allianz,2018,S.02.01.02,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne ni(cid:2) ubezpieczenia na (cid:2)ycie,0
Allianz,2018,S.02.01.02,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne ni(cid:2) ubezpieczenia na (cid:2)ycie (z wył(cid:4)czeniem zdrowotnych),0
Allianz,2018,S.02.01.02,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane ł(cid:4)cznie,0
Allianz,2018,S.02.01.02,C0010,R0540,Najlepsze oszacowanie,0
Allianz,2018,S.02.01.02,C0010,R0550,Margines ryzyka,0
Allianz,2018,S.02.01.02,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpiecze(cid:3) innych ni(cid:2) ubezpieczenia na (cid:2)ycie),0
Allianz,2018,S.02.01.02,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane ł(cid:4)cznie,0
Allianz,2018,S.02.01.02,C0010,R0580,Najlepsze oszacowanie,0
Allianz,2018,S.02.01.02,C0010,R0590,Margines ryzyka,0
Allianz,2018,S.02.01.02,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na (cid:2)ycie (z wył(cid:4)czeniem ubezpiecze(cid:3), w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone indeksy lub inne warto(cid:1)ci bazowe i ubezpiecze(cid:3) z ubezpieczeniowym funduszem kapitałowym)",127 316
Allianz,2018,S.02.01.02,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpiecze(cid:3) na (cid:2)ycie),0
Allianz,2018,S.02.01.02,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane ł(cid:4)cznie,0
Allianz,2018,S.02.01.02,C0010,R0630,Najlepsze oszacowanie,0
Allianz,2018,S.02.01.02,C0010,R0640,Margines ryzyka,0
Allianz,2018,S.02.01.02,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na (cid:2)ycie (z wył(cid:4)czeniem zdrowotnych oraz ubezpiecze(cid:3), w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone indeksy lub inne warto(cid:1)ci bazowe i ubezpiecze(cid:3) z ubezpieczeniowym funduszem kapitałowym)",127 316
Allianz,2018,S.02.01.02,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane ł(cid:4)cznie,0
Allianz,2018,S.02.01.02,C0010,R0670,Najlepsze oszacowanie,80 634
Allianz,2018,S.02.01.02,C0010,R0680,Margines ryzyka,46 682
Allianz,2018,S.02.01.02,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których (cid:1)wiadczenie jest ustalane w oparciu o okre(cid:1)lone indeksy lub inne warto(cid:1)ci bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",1 594 912
Allianz,2018,S.02.01.02,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane ł(cid:4)cznie,0
Allianz,2018,S.02.01.02,C0010,R0710,Najlepsze oszacowanie,1 558 274
Allianz,2018,S.02.01.02,C0010,R0720,Margines ryzyka,36 638
Allianz,2018,S.02.01.02,C0010,R0740,Zobowi(cid:4)zania warunkowe,0
Allianz,2018,S.02.01.02,C0010,R0750,Pozostałe rezerwy (inne ni(cid:2) rezerwy techniczno-ubezpieczeniowe),29 179
Allianz,2018,S.02.01.02,C0010,R0760,Zobowi(cid:4)zania z tytułu (cid:1)wiadcze(cid:3) emerytalnych dla pracowników,120
Allianz,2018,S.02.01.02,C0010,R0770,Zobowi(cid:4)zania z tytułu depozytów zakładów reasekuracji,0
Allianz,2018,S.02.01.02,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,70 537
Allianz,2018,S.02.01.02,C0010,R0790,Instrumenty pochodne,0
Allianz,2018,S.02.01.02,C0010,R0800,Zobowi(cid:4)zania wobec instytucji kredytowych,0
Allianz,2018,S.02.01.02,C0010,R0810,Zobowi(cid:4)zania finansowe inne ni(cid:2) zobowi(cid:4)zania wobec instytucji kredytowych,0
Allianz,2018,S.02.01.02,C0010,R0820,Zobowi(cid:4)zania z tytułu ubezpiecze(cid:3) i wobec po(cid:1)redników ubezpieczeniowych,4 345
Allianz,2018,S.02.01.02,C0010,R0830,Zobowi(cid:4)zania z tytułu reasekuracji biernej,0
Allianz,2018,S.02.01.02,C0010,R0840,"Pozostałe zobowi(cid:4)zania (handlowe, inne ni(cid:2) z tytułu działalno(cid:1)ci ubezpieczeniowej)",7 045
Allianz,2018,S.02.01.02,C0010,R0850,Zobowi(cid:4)zania podporz(cid:4)dkowane,0
Allianz,2018,S.02.01.02,C0010,R0860,Zobowi(cid:4)zania podporz(cid:4)dkowane nieuwzgl(cid:5)dnione w podstawowych (cid:1)rodkach własnych,0
Allianz,2018,S.02.01.02,C0010,R0870,Zobowi(cid:4)zania podporz(cid:4)dkowane uwzgl(cid:5)dnione w podstawowych (cid:1)rodkach własnych,0
Allianz,2018,S.02.01.02,C0010,R0880,Pozostałe zobowi(cid:4)zania (niewykazane w innych pozycjach),511
Allianz,2018,S.02.01.02,C0010,R0900,Zobowi(cid:4)zania ogółem,1 833 964
Allianz,2018,S.02.01.02,C0010,R1000,Nadwy(cid:5)ka aktywów nad zobowi(cid:4)zaniami,734 954
